date.time,DO.obs,depth,temp.water
8/30/2012 8:05,7.9,1.5,10.4
8/30/2012 8:10,7.91,1.5,10.42
8/30/2012 8:15,7.89,1.5,10.45
8/30/2012 8:20,7.91,1.5,10.48
8/30/2012 8:25,7.88,1.5,10.51
8/30/2012 8:30,7.89,1.5,10.55
8/30/2012 8:35,7.94,1.5,10.59
8/30/2012 8:40,7.94,1.5,10.64
8/30/2012 8:45,7.94,1.5,10.69
8/30/2012 8:50,7.91,1.5,10.72
8/30/2012 8:55,7.9,1.5,10.74
8/30/2012 9:00,7.86,1.5,10.77
8/30/2012 9:05,7.83,1.5,10.8
8/30/2012 9:10,7.82,1.5,10.82
8/30/2012 9:15,7.82,1.5,10.84
8/30/2012 9:20,7.8,1.5,10.87
8/30/2012 9:25,7.8,1.5,10.9
8/30/2012 9:30,7.8,1.5,10.94
8/30/2012 9:35,7.8,1.5,10.98
8/30/2012 9:40,7.81,1.5,11.01
8/30/2012 9:45,7.8,1.5,11.04
8/30/2012 9:50,7.84,1.5,11.09
8/30/2012 9:55,7.86,1.5,11.16
8/30/2012 10:00,7.89,1.5,11.22
8/30/2012 10:05,7.92,1.5,11.3
8/30/2012 10:10,7.92,1.5,11.35
8/30/2012 10:15,7.91,1.5,11.42
8/30/2012 10:20,7.89,1.5,11.48
8/30/2012 10:25,7.89,1.5,11.57
8/30/2012 10:30,7.89,1.5,11.66
8/30/2012 10:35,7.88,1.5,11.73
8/30/2012 10:40,7.88,1.5,11.83
8/30/2012 10:45,7.87,1.5,11.94
8/30/2012 10:50,7.84,1.5,12.04
8/30/2012 10:55,7.83,1.5,12.11
8/30/2012 11:00,7.8,1.5,12.17
8/30/2012 11:05,7.79,1.5,12.25
8/30/2012 11:10,7.8,1.5,12.34
8/30/2012 11:15,7.77,1.5,12.43
8/30/2012 11:20,7.75,1.5,12.5
8/30/2012 11:25,7.75,1.5,12.56
8/30/2012 11:30,7.72,1.5,12.68
8/30/2012 11:35,7.71,1.5,12.81
8/30/2012 11:40,7.69,1.5,12.93
8/30/2012 11:45,7.64,1.5,13.03
8/30/2012 11:50,7.61,1.5,13.15
8/30/2012 11:55,7.59,1.5,13.28
8/30/2012 12:00,7.58,1.5,13.43
8/30/2012 12:05,7.53,1.5,13.56
8/30/2012 12:10,7.5,1.5,13.68
8/30/2012 12:15,7.48,1.5,13.82
8/30/2012 12:20,7.48,1.5,13.94
8/30/2012 12:25,7.47,1.5,14
8/30/2012 12:30,7.44,1.5,14.05
8/30/2012 12:35,7.43,1.5,14.05
8/30/2012 12:40,7.44,1.5,14.07
8/30/2012 12:45,7.44,1.5,14.11
8/30/2012 12:50,7.44,1.5,14.13
8/30/2012 12:55,7.42,1.5,14.15
8/30/2012 13:00,7.39,1.5,14.18
8/30/2012 13:05,7.41,1.5,14.24
8/30/2012 13:10,7.39,1.5,14.26
8/30/2012 13:15,7.38,1.5,14.3
8/30/2012 13:20,7.38,1.5,14.41
8/30/2012 13:25,7.39,1.5,14.54
8/30/2012 13:30,7.4,1.5,14.68
8/30/2012 13:35,7.37,1.5,14.73
8/30/2012 13:40,7.35,1.5,14.78
8/30/2012 13:45,7.33,1.5,14.78
8/30/2012 13:50,7.3,1.5,14.73
8/30/2012 13:55,7.28,1.5,14.66
8/30/2012 14:00,7.26,1.5,14.62
8/30/2012 14:05,7.25,1.5,14.57
8/30/2012 14:10,7.24,1.5,14.52
8/30/2012 14:15,7.2,1.5,14.47
8/30/2012 14:20,7.21,1.5,14.42
8/30/2012 14:25,7.23,1.5,14.39
8/30/2012 14:30,7.24,1.5,14.36
8/30/2012 14:35,7.27,1.5,14.33
8/30/2012 14:40,7.36,1.5,14.37
8/30/2012 14:45,7.39,1.5,14.45
8/30/2012 14:50,7.42,1.5,14.56
8/30/2012 14:55,7.42,1.5,14.52
8/30/2012 15:00,7.42,1.5,14.72
8/30/2012 15:05,7.39,1.5,14.68
8/30/2012 15:10,7.36,1.5,14.59
8/30/2012 15:15,7.34,1.5,14.52
8/30/2012 15:20,7.38,1.5,14.62
8/30/2012 15:25,7.36,1.5,14.68
8/30/2012 15:30,7.34,1.5,14.66
8/30/2012 15:35,7.36,1.5,14.69
8/30/2012 15:40,7.31,1.5,14.59
8/30/2012 15:45,7.25,1.5,14.52
8/30/2012 15:50,7.18,1.5,14.48
8/30/2012 15:55,7.18,1.5,14.45
8/30/2012 16:00,7.17,1.5,14.41
8/30/2012 16:05,7.12,1.5,14.36
8/30/2012 16:10,7.11,1.5,14.3
8/30/2012 16:15,7.12,1.5,14.27
8/30/2012 16:20,7.13,1.5,14.23
8/30/2012 16:25,7.14,1.5,14.21
8/30/2012 16:30,7.18,1.5,14.18
8/30/2012 16:35,7.15,1.5,14.15
8/30/2012 16:40,7.15,1.5,14.13
8/30/2012 16:45,7.16,1.5,14.11
8/30/2012 16:50,7.21,1.5,14.1
8/30/2012 16:55,7.23,1.5,14.09
8/30/2012 17:00,7.17,1.5,14.06
8/30/2012 17:05,7.17,1.5,14.04
8/30/2012 17:10,7.2,1.5,14.02
8/30/2012 17:15,7.25,1.5,14.02
8/30/2012 17:20,7.21,1.5,13.99
8/30/2012 17:25,7.22,1.5,13.97
8/30/2012 17:30,7.17,1.5,13.94
8/30/2012 17:35,7.15,1.5,13.91
8/30/2012 17:40,7.17,1.5,13.88
8/30/2012 17:45,7.15,1.5,13.84
8/30/2012 17:50,7.12,1.5,13.81
8/30/2012 17:55,7.15,1.5,13.77
8/30/2012 18:00,7.14,1.5,13.74
8/30/2012 18:05,7.13,1.5,13.7
8/30/2012 18:10,7.11,1.5,13.66
8/30/2012 18:15,7.11,1.5,13.63
8/30/2012 18:20,7.11,1.5,13.59
8/30/2012 18:25,7.12,1.5,13.55
8/30/2012 18:30,7.11,1.5,13.52
8/30/2012 18:35,7.13,1.5,13.49
8/30/2012 18:40,7.11,1.5,13.45
8/30/2012 18:45,7.12,1.5,13.42
8/30/2012 18:50,7.13,1.5,13.39
8/30/2012 18:55,7.13,1.5,13.36
8/30/2012 19:00,7.13,1.5,13.32
8/30/2012 19:05,7.12,1.5,13.29
8/30/2012 19:10,7.14,1.5,13.26
8/30/2012 19:15,7.14,1.5,13.23
8/30/2012 19:20,7.13,1.5,13.2
8/30/2012 19:25,7.17,1.5,13.17
8/30/2012 19:30,7.16,1.5,13.13
8/30/2012 19:35,7.15,1.5,13.09
8/30/2012 19:40,7.16,1.5,13.06
8/30/2012 19:45,7.15,1.5,13.03
8/30/2012 19:50,7.17,1.5,12.99
8/30/2012 19:55,7.17,1.5,12.96
8/30/2012 20:00,7.18,1.5,12.92
8/30/2012 20:05,7.18,1.5,12.89
8/30/2012 20:10,7.18,1.5,12.86
8/30/2012 20:15,7.2,1.5,12.82
8/30/2012 20:20,7.21,1.5,12.79
8/30/2012 20:25,7.21,1.5,12.76
8/30/2012 20:30,7.21,1.5,12.73
8/30/2012 20:35,7.21,1.5,12.69
8/30/2012 20:40,7.23,1.5,12.65
8/30/2012 20:45,7.24,1.5,12.62
8/30/2012 20:50,7.24,1.5,12.58
8/30/2012 20:55,7.25,1.5,12.54
8/30/2012 21:00,7.26,1.5,12.49
8/30/2012 21:05,7.26,1.5,12.45
8/30/2012 21:10,7.28,1.5,12.41
8/30/2012 21:15,7.27,1.5,12.38
8/30/2012 21:20,7.29,1.5,12.35
8/30/2012 21:25,7.3,1.5,12.3
8/30/2012 21:30,7.3,1.5,12.27
8/30/2012 21:35,7.31,1.5,12.23
8/30/2012 21:40,7.32,1.5,12.2
8/30/2012 21:45,7.32,1.5,12.18
8/30/2012 21:50,7.31,1.5,12.15
8/30/2012 21:55,7.32,1.5,12.12
8/30/2012 22:00,7.33,1.5,12.09
8/30/2012 22:05,7.34,1.5,12.07
8/30/2012 22:10,7.32,1.5,12.05
8/30/2012 22:15,7.34,1.5,12.03
8/30/2012 22:20,7.35,1.5,12
8/30/2012 22:25,7.35,1.5,11.98
8/30/2012 22:30,7.33,1.5,11.95
8/30/2012 22:35,7.35,1.5,11.93
8/30/2012 22:40,7.36,1.5,11.9
8/30/2012 22:45,7.34,1.5,11.88
8/30/2012 22:50,7.35,1.5,11.86
8/30/2012 22:55,7.37,1.5,11.83
8/30/2012 23:00,7.37,1.5,11.81
8/30/2012 23:05,7.36,1.5,11.79
8/30/2012 23:10,7.34,1.5,11.76
8/30/2012 23:15,7.35,1.5,11.74
8/30/2012 23:20,7.38,1.5,11.72
8/30/2012 23:25,7.35,1.5,11.7
8/30/2012 23:30,7.36,1.5,11.69
8/30/2012 23:35,7.39,1.5,11.67
8/30/2012 23:40,7.36,1.5,11.66
8/30/2012 23:45,7.36,1.5,11.63
8/30/2012 23:50,7.37,1.5,11.61
8/30/2012 23:55,7.35,1.5,11.59
